REF,parcours_norm,sexe,age,tranche_age,dep_code,is_local_13,lead_days,has_club,promo_used,present,segment
403966,12km,F,40,35-44,34,False,89,False,False,True,1
403971,21km,H,36,35-44,13,True,89,False,False,True,4
403979,12km,F,28,25-34,13,True,89,False,False,True,2
403981,12km,H,25,25-34,83,False,89,False,False,True,1
404020,12km,H,32,25-34,13,True,89,False,False,True,2
404026,12km,H,23,18-24,33,False,89,False,False,True,1
404028,12km,F,26,25-34,13,True,89,False,True,True,3
404029,21km,H,35,35-44,13,True,89,False,False,True,4
404035,21km,H,26,25-34,13,True,89,True,True,True,0
404037,21km,H,31,25-34,13,True,89,False,False,True,4
404041,21km,H,37,35-44,13,True,89,False,False,True,4
404053,12km,H,30,25-34,13,True,89,False,True,True,3
404057,12km,H,28,25-34,13,True,89,False,True,True,3
404069,12km,H,31,25-34,13,True,89,False,False,True,2
404071,21km,H,31,25-34,13,True,89,False,False,True,4
404087,21km,H,56,55-64,13,True,89,False,False,True,4
404090,12km,F,31,25-34,13,True,89,False,False,True,2
404099,21km,H,55,55-64,35,False,89,True,False,True,0
404114,12km,H,50,45-54,13,True,89,False,False,True,2
404117,21km,H,31,25-34,13,True,89,False,False,True,4
404119,21km,H,29,25-34,13,True,89,True,True,True,0
404124,12km,H,17,<18,13,True,89,False,False,True,2
404132,12km,H,52,45-54,13,True,89,False,False,True,2
404137,12km,H,30,25-34,13,True,89,False,False,True,2
404153,21km,H,41,35-44,13,True,89,True,True,True,0
404164,12km,H,47,45-54,13,True,58,False,True,True,3
404166,21km,H,50,45-54,13,True,58,True,True,False,0
404180,12km,H,43,35-44,13,True,58,True,True,True,0
404188,12km,H,63,55-64,13,True,58,True,False,True,0
404194,21km,H,25,25-34,13,True,58,False,False,True,4
404216,12km,H,72,65+,13,True,58,True,False,True,0
404220,12km,F,51,45-54,13,True,58,False,False,False,2
404235,12km,F,62,55-64,13,True,58,True,False,True,0
404239,12km,H,51,45-54,13,True,58,False,False,True,2
404255,12km,F,28,25-34,13,True,58,False,False,True,2
404258,12km,F,50,45-54,13,True,58,False,False,True,2
404270,12km,F,32,25-34,13,True,58,False,False,True,2
404275,12km,H,60,55-64,13,True,58,False,False,True,2
404277,12km,F,21,18-24,83,False,58,False,False,True,1
404278,12km,F,48,45-54,13,True,58,False,False,False,2
404295,12km,F,32,25-34,13,True,58,False,False,True,2
404303,12km,H,26,25-34,13,True,58,False,True,False,3
404306,21km,H,27,25-34,13,True,58,False,False,True,4
404311,12km,H,21,18-24,13,True,58,False,False,True,2
404327,21km,H,32,25-34,75,False,58,False,True,True,3
404328,12km,H,60,55-64,27,False,58,False,False,False,1
404329,12km,H,27,25-34,13,True,58,False,False,True,2
404330,12km,H,37,35-44,13,True,58,False,True,True,3
404337,12km,F,23,18-24,13,True,58,False,False,True,2
404339,12km,H,36,35-44,13,True,58,False,True,True,3
404340,12km,H,64,55-64,13,True,58,True,False,False,0
404344,21km,H,49,45-54,49,False,58,False,False,True,1
404349,21km,H,24,18-24,13,True,58,True,True,True,0
404350,12km,F,29,25-34,83,False,58,False,False,False,1
404352,21km,F,22,18-24,13,True,58,True,True,False,0
404353,21km,H,24,18-24,13,True,58,True,True,True,0
404354,12km,H,21,18-24,92,False,58,False,False,True,1
404361,12km,H,66,65+,13,True,58,False,True,False,3
404367,12km,H,22,18-24,34,False,58,False,False,True,1
404383,21km,H,37,35-44,13,True,58,False,False,True,4
404385,21km,H,31,25-34,13,True,58,False,True,False,3
404395,12km,F,42,35-44,13,True,58,True,False,True,0
404398,12km,F,34,25-34,13,True,58,False,False,True,2
404402,12km,H,28,25-34,13,True,58,True,True,False,0
404407,12km,F,27,25-34,83,False,58,False,True,False,3
404408,12km,H,20,18-24,13,True,58,False,False,True,2
404409,21km,H,55,55-64,77,False,58,False,False,True,1
404410,12km,F,40,35-44,83,False,58,False,False,True,1
404412,21km,H,25,25-34,69,False,58,True,True,True,0
404415,12km,F,26,25-34,13,True,58,False,True,True,3
404420,21km,F,30,25-34,13,True,58,False,False,True,4
404426,21km,F,28,25-34,13,True,58,False,False,True,4
404428,12km,H,32,25-34,75,False,58,False,False,True,1
404435,12km,H,25,25-34,13,True,58,False,False,False,2
404438,12km,F,32,25-34,75,False,58,False,False,True,1
404439,12km,H,23,18-24,13,True,58,False,False,True,2
404451,12km,F,29,25-34,13,True,58,False,False,False,2
404452,12km,H,32,25-34,13,True,58,False,True,False,3
404466,12km,F,24,18-24,83,False,58,False,True,True,3
404469,12km,H,30,25-34,13,True,58,False,False,True,2
404484,12km,F,30,25-34,13,True,58,False,False,False,2
404485,12km,H,37,35-44,13,True,58,False,False,False,2
404497,12km,H,37,35-44,13,True,58,False,False,True,2
404500,12km,F,32,25-34,13,True,58,False,False,True,2
404501,12km,H,28,25-34,13,True,58,False,True,True,3
404507,12km,F,27,25-34,13,True,58,False,True,True,3
404519,12km,H,47,45-54,13,True,58,False,False,True,2
404521,12km,F,48,45-54,13,True,58,False,False,True,2
404531,12km,F,40,35-44,13,True,58,False,False,True,2
404536,12km,F,24,18-24,13,True,58,False,True,True,3
404538,12km,H,38,35-44,13,True,58,False,False,True,2
404543,12km,H,17,<18,13,True,58,False,False,True,2
404545,12km,F,39,35-44,13,True,58,False,False,False,2
404560,12km,H,53,45-54,13,True,58,False,False,True,2
404566,12km,H,46,45-54,13,True,58,False,False,True,2
404598,12km,H,21,18-24,14,False,58,False,False,True,1
404603,12km,F,21,18-24,17,False,58,False,False,True,1
404604,12km,H,54,45-54,17,False,58,False,False,True,1
404615,12km,F,24,18-24,13,True,58,False,False,True,2
404620,12km,F,38,35-44,13,True,58,False,False,False,2
404623,12km,F,24,18-24,13,True,58,False,False,True,2
404625,12km,F,23,18-24,13,True,58,False,True,False,3
404640,12km,H,34,25-34,13,True,58,False,True,True,3
404645,12km,F,24,18-24,62,False,58,False,True,True,3
404649,12km,F,25,25-34,38,False,58,False,False,False,1
404657,12km,F,24,18-24,59,False,58,False,True,True,3
404670,12km,H,23,18-24,13,True,58,False,True,False,3
404673,12km,F,34,25-34,94,False,58,True,True,False,0
404674,12km,H,27,25-34,13,True,58,False,False,True,2
404681,12km,F,22,18-24,13,True,58,False,True,True,3
404685,12km,F,24,18-24,13,True,58,True,True,True,0
404687,21km,H,35,35-44,13,True,58,True,True,True,0
404697,12km,F,24,18-24,13,True,58,False,True,True,3
404708,12km,F,29,25-34,,False,58,False,False,True,1
404712,12km,H,30,25-34,,False,58,False,False,True,1
404713,12km,F,30,25-34,13,True,58,False,False,False,2
404763,12km,H,42,35-44,13,True,58,False,False,True,2
404797,12km,H,32,25-34,13,True,58,False,False,True,2
404798,12km,H,37,35-44,13,True,58,False,False,True,2
404835,12km,F,18,18-24,13,True,58,False,False,True,2
404843,12km,H,40,35-44,13,True,58,False,False,True,2
404848,12km,H,27,25-34,44,False,58,False,False,False,1
404858,12km,F,28,25-34,69,False,58,False,False,True,1
404867,21km,H,28,25-34,13,True,58,True,True,True,0
404879,21km,H,25,25-34,13,True,58,False,False,True,4
